values,participants,groups
11.036000000000001,p_0,E
19.4375,p_0,H
14.802,p_0,S
17.221,p_1,E
13.433499999999999,p_1,H
14.3255,p_1,S
15.696000000000002,p_2,E
26.605,p_2,H
8.9415,p_2,S
17.847,p_3,E
15.926,p_3,H
12.937,p_3,S
13.347000000000001,p_4,E
25.360500000000002,p_4,H
12.784500000000001,p_4,S
25.822,p_5,E
22.89,p_5,H
18.033,p_5,S
13.3615,p_6,E
21.994,p_6,H
15.784,p_6,S
11.975000000000001,p_7,E
12.816500000000001,p_7,H
13.3785,p_7,S
14.9775,p_8,E
17.692500000000003,p_8,H
25.139,p_8,S
29.0065,p_9,E
35.920500000000004,p_9,H
22.2935,p_9,S
44.191500000000005,p_10,E
27.9685,p_10,H
30.8855,p_10,S
10.446000000000002,p_11,E
19.5245,p_11,H
14.117,p_11,S
14.591999999999999,p_12,E
41.057,p_12,H
13.767,p_12,S
14.1355,p_13,E
12.599,p_13,H
13.862,p_13,S
10.8735,p_14,E
24.399,p_14,H
15.435500000000001,p_14,S
17.576500000000003,p_15,E
14.9635,p_15,H
15.767500000000002,p_15,S
40.679,p_16,E
53.3965,p_16,H
62.5585,p_16,S
20.883499999999998,p_17,E
29.658,p_17,H
25.771,p_17,S
18.384999999999998,p_18,E
36.7285,p_18,H
15.8035,p_18,S
19.538,p_19,E
26.869,p_19,H
40.189499999999995,p_19,S
11.3765,p_20,E
17.8565,p_20,H
28.182499999999997,p_20,S
21.710500000000003,p_21,E
19.476,p_21,H
21.706,p_21,S
27.2175,p_22,E
24.6255,p_22,H
16.1925,p_22,S
19.394,p_23,E
22.826999999999998,p_23,H
13.636,p_23,S
16.8415,p_24,E
17.595,p_24,H
20.1605,p_24,S
17.283,p_25,E
17.322,p_25,H
14.7865,p_25,S
35.131,p_26,E
40.647,p_26,H
40.685500000000005,p_26,S
11.779,p_27,E
20.560000000000002,p_27,H
15.1475,p_27,S
9.5275,p_28,E
22.851,p_28,H
14.1395,p_28,S
18.546,p_29,E
3.9665,p_29,H
16.546999999999997,p_29,S
24.8535,p_30,E
28.369,p_30,H
28.293,p_30,S
