values,participants,groups
0.6470588235294118,p_328,E
0.7647058823529411,p_328,H
0.8823529411764706,p_328,S
0.8235294117647058,p_330,E
1.0,p_330,H
1.0,p_330,S
1.0,p_335,E
1.0,p_335,H
0.9411764705882353,p_335,S
1.0,p_337,E
1.0,p_337,H
0.7647058823529411,p_337,S
0.7058823529411765,p_343,E
0.5294117647058824,p_343,H
0.5882352941176471,p_343,S
1.0,p_347,E
1.0,p_347,H
0.9411764705882353,p_347,S
0.9411764705882353,p_359,E
0.7058823529411765,p_359,H
0.9411764705882353,p_359,S
0.058823529411764705,p_370,E
0.4117647058823529,p_370,H
0.17647058823529413,p_370,S
0.8235294117647058,p_378,E
1.0,p_378,H
0.9411764705882353,p_378,S
0.8823529411764706,p_385,E
0.7647058823529411,p_385,H
0.7647058823529411,p_385,S
